#INFO,Version=0.0.2,Template= eBay-draft-listings-template_US,,,,,,,,
#INFO Action and Category ID are required fields. 1) Set Action to Draft 2) Please find the category ID for your listing here: https://pages.ebay.com/sellerinformation/news/categorychanges.html,,,,,,,,,,
"#INFO After you've successfully uploaded your draft from the Seller Hub Reports page, complete your drafts to active listings here: https://www.ebay.com/sh/lst/drafts",,,,,,,,,,
Action(SiteID=US|Country=US|Currency=USD|Version=1193|CC=UTF-8),Custom label (SKU),Category ID,Title,UPC,Price,Quantity,Item photo URL,Condition ID,Description,Format
Draft,A2-MD-0035,57989,Lands End Mens 42 Black Elastic Waist Casual Pants Straight Leg,,18.00,1,,USED_EXCELLENT,"Lands' End men's size 42 Regular black casual pants with an elasticized comfort waistband, belt loops, button-and-zip closure, side-entry front pockets, rear flap pockets, and a straight-leg silhouette. Good pre-owned condition with light normal wear and wrinkling. Confirm material, inseam, rise, leg opening, and country before publishing.<br><ul><li>Brand: Lands' End</li><li>Size: 42 Regular</li><li>Color: Black</li><li>Pattern: Solid</li><li>Style: Elasticized comfort waistband; belt loops; front button and zip closure; side-entry front pockets; two rear flap pockets with one button closure; straight-leg silhouette</li><li>Condition: Good pre-owned; final inspection required</li></ul><br><p>Condition notes: Light normal wear, wrinkling, and minor surface lint are visible. No obvious holes, tears, or major stains appear in the supplied photos. Inspect the waistband elastic, zipper, button, pocket flaps, seat, inner thighs, knees, hems, and seams before listing. Confirm inseam, rise, leg opening, material, and country of manufacture.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,A2-MD-0036,185100,St Johns Bay Mens S Yellow Interlock Polo Shirt Navy Stripe Cotton,,8.00,1,,USED_EXCELLENT,"St. John's Bay men's size S/P pale-yellow interlock polo made from 100% cotton. Features an open placket, ribbed collar, navy double-stripe trim on the collar and sleeve cuffs, short sleeves, and a straight hem. Pre-owned with light wear and possible small marks; inspect and confirm measurements before publishing.<br><ul><li>Brand: St. John's Bay</li><li>Size: S/P</li><li>Color: Pale yellow / butter yellow</li><li>Material: 100% cotton</li><li>Pattern: Solid with striped trim</li><li>Style: Short sleeves; open placket; ribbed polo collar; navy double-stripe trim on collar and sleeve cuffs; straight hem; interlock knit construction</li><li>Condition: Pre-owned; needs final inspection</li></ul><br><p>Condition notes: Light normal wear and wrinkling are visible. Small dark marks or spots may be present on the front and should be inspected or treated before listing. Check the collar, sleeve cuffs, underarms, placket, seams, and hem. Confirm measurements before publishing.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,A2-MD-0037,57989,Brooks Brothers 346 Mens 40x30 Olive Green Cotton Chino Pants,,22.00,1,,USED_EXCELLENT,"Brooks Brothers 346 men's olive-green chino pants in size W40/L30. Made from 100% cotton in China. Features a flat front, belt loops, button-and-zip closure, angled front pockets, two rear welt pockets, striped pocket lining, and a straight-leg silhouette. Good pre-owned condition with light normal wear and wrinkling. Confirm measurements and complete a final flaw inspection before publishing.<br><ul><li>Brand: Brooks Brothers 346</li><li>Size: W40/L30</li><li>Color: Olive green</li><li>Material: 100% cotton</li><li>Pattern: Solid</li><li>Style: Flat front; belt loops; button and zip closure; angled front pockets; two rear welt pockets; straight-leg chino silhouette; striped pocket lining</li><li>Condition: Good pre-owned; final inspection required</li></ul><br><p>Condition notes: Light wrinkling and normal pre-owned wear are visible. No obvious major stains, holes, or tears appear in the supplied photos. Inspect the waistband, button, zipper, front pockets, rear pockets, seat, inner thighs, knees, hems, and seams. Confirm waist, rise, inseam, and leg-opening measurements before publishing.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,A2-MD-0039,155183,SpaceX Size L Lavender Organic Cotton Full Zip Hoodie Embroidered Logo,,35.00,1,,USED_EXCELLENT,"Space Exploration Technologies Corp. full-zip hoodie in light lavender-gray, size L. Features an attached hood, full zipper, tonal embroidered chest logo, split front pockets, ribbed cuffs and hem, and fleece interior. Label states 100% organic cotton and made in China. Pre-owned; inspect the original garment and confirm measurements before publishing. Authenticity remains unverified.<br><ul><li>Brand: Space Exploration Technologies Corp. label; authenticity unverified</li><li>Size: L</li><li>Color: Lavender-gray / light purple</li><li>Material: 100% organic cotton according to label</li><li>Pattern: Solid</li><li>Style: Attached hood; full front zipper; tonal embroidered chest logo; split kangaroo pockets; ribbed cuffs and hem; soft fleece interior; cropped or shorter-body silhouette appears possible but is not confirmed</li><li>Condition: Pre-owned; needs final inspection and authenticity review</li></ul><br><p>Condition notes: Clean-background images show the overall front, back, and label, but may not reveal all wear. Inspect the original garment for stains, pilling, shrinkage, odors, zipper function, cuff and hem wear, pocket damage, loose embroidery, and altered labels. Authenticity cannot be confirmed from the provided photos alone.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,A2-MD-0040,11554,American Eagle Womens White Stretch Jeans Approx 31x28 Straight Leg,,16.00,1,,USED_GOOD,"American Eagle Outfitters women's white stretch five-pocket jeans with a button-and-zip closure, belt loops, embroidered interior waistband branding, rear patch pockets, and a straight-to-slight-bootcut silhouette. Approximate measurements from the supplied ruler photos: 15.5 in waist laid flat, 27.5 in inseam, 34.5 in outseam, and 6.5 in leg opening. Size, exact model, material, and country remain unconfirmed. Fair pre-owned condition with visible small marks, light discoloration, wrinkling, and wear to the rear logo patch; review all photos and verify measurements before purchasing.<br><ul><li>Brand: American Eagle Outfitters</li><li>Size: Size not confirmed; approx. 31 in waist / 27.5 in inseam</li><li>Color: White / ivory</li><li>Material: Not confirmed; stretch denim</li><li>Pattern: Solid</li><li>Style: Five-pocket design; button-and-zip closure; belt loops; straight-to-slight-bootcut silhouette; STRETCH line tag; embroidered waistband branding; rear patch pockets; worn brown logo patch; approximate measurements: 15.5 in waist laid flat, 27.5 in inseam, 34.5 in outseam, and 6.5 in leg opening</li><li>Condition: Fair pre-owned; visible marks and wear</li></ul><br><p>Condition notes: Multiple small blue or dark marks, light discoloration, wrinkling, and wear to the rear logo patch are visible. Inspect the white fabric carefully for stains or yellowing, especially at the crotch, seat, knees, pockets, and hems. Verify zipper and button function. Ruler-photo measurements are approximate and should be rechecked before publishing.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,A2-MD-0042,63863,Mondetta Womens M Black Stretch Straight Leg Pull On Pants Performance Luxury,,16.00,1,,USED_EXCELLENT,"Mondetta Performance + Luxury women's black pull-on stretch pants in size M. Made in Jordan from 84% polyester and 16% spandex. Features a wide waistband, straight-leg silhouette, long vertical seam detailing, and subtle gold Mondetta branding at the rear waistband. Pre-owned condition with light lint and wrinkling visible. Confirm measurements, pockets, shipping weight, and complete a final flaw inspection before publishing.<br><ul><li>Brand: Mondetta</li><li>Size: M</li><li>Color: Black / charcoal</li><li>Material: Shell: 84% polyester / 16% spandex</li><li>Pattern: Solid</li><li>Style: Performance + Luxury line; wide pull-on waistband; straight-leg silhouette; long vertical seam detailing; small gold Mondetta logo at rear waistband; soft stretch performance fabric</li><li>Condition: Pre-owned; final inspection required</li></ul><br><p>Condition notes: Light lint and wrinkling are visible in the supplied photos. No obvious major holes or tears are visible, but inspect the waistband, rise, crotch, seat, inner thighs, knees, seams, hems, and logo print before publishing. Confirm waist, rise, inseam, outseam, leg opening, pockets, and shipping weight.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,A2-MD-0043,15687,Nike Sphere Mens M Gray Mesh V Neck Performance Athletic Shirt,,20.00,1,,USED_EXCELLENT,"Nike Sphere men's size M charcoal-gray short-sleeve performance shirt with a V-neck, breathable textured mesh construction, small chest Swoosh, circular Sphere logo near the lower hem, and a curved drop-tail hem. Made in Taiwan. Good pre-owned condition with light wear and possible small surface marks. Confirm fabric composition and measurements before publishing.<br><ul><li>Brand: Nike Sphere</li><li>Size: M</li><li>Color: Charcoal gray / dark gray</li><li>Material: Not confirmed; synthetic performance mesh</li><li>Pattern: Solid textured mesh</li><li>Style: Short sleeves; V-neck; small Nike Swoosh at chest; Nike Sphere circular logo near lower hem; breathable textured mesh construction; curved drop-tail hem</li><li>Condition: Good pre-owned; final inspection required</li></ul><br><p>Condition notes: Light normal wear and wrinkling are visible. Possible small surface marks are present on the front. No obvious major holes or tears are visible in the supplied photos. Inspect the neckline, underarms, mesh fabric, seams, logos, sleeves, and hem before publishing. Ruler photos suggest approximately 20 in pit to pit and 25 in length, but measurements must be rechecked.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,A2-MD-0044,11554,Levis Womens Black Denim Trucker Jacket Faded Wash Cropped 18x19,,29.95,1,,USED_EXCELLENT,"Levi's faded black denim trucker jacket with a pointed collar, button front, two flap chest pockets, two hand pockets, silver-tone branded hardware, and red tab. Approximate measurements from the supplied ruler photos: 18 in pit to pit, 19 in length, 26 in sleeve, and about 16-17 in across the upper body/hem. Tagged size, fiber content, country, and exact model were not shown. Good pre-owned condition with even fading and light normal wear; complete a final flaw inspection and verify measurements before publishing.<br><ul><li>Brand: Levi's</li><li>Size: Tagged size not shown; approx. 18 in pit to pit / 19 in length</li><li>Color: Faded black / charcoal gray</li><li>Material: Denim; fiber composition not confirmed</li><li>Pattern: Solid</li><li>Style: Button-front closure; pointed collar; two button-flap chest pockets; two vertical hand pockets; silver-tone branded buttons; red Levi's tab; fitted/cropped trucker silhouette; approximate measurements: 18 in pit to pit, 19 in length, 26 in sleeve, and about 16-17 in across the upper body/hem</li><li>Condition: Good pre-owned; visible fading and final inspection required</li></ul><br><p>Condition notes: Even faded black/charcoal wash and light normal wear are visible. No obvious major stains, holes, or tears appear in the supplied photos. Inspect the collar, cuffs, underarms, pocket edges, button placket, seams, hem, and interior labels. Verify all measurements and photograph the brand, size, material, and country tags before publishing.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,A2-MD-0045,63862,Lauren Ralph Lauren Womens 20W Navy Double Breasted Blazer Gold Buttons,,30.00,1,,USED_EXCELLENT,"Lauren Ralph Lauren women's navy blazer with a photographed size 20W tag. Features a double-breasted front, peaked lapels, gold-tone embossed buttons, four-button cuffs, chest welt pocket, lower patch pockets, structured tailoring, and purple lining. Pre-owned with heavy visible lint and surface debris; clean, steam, verify measurements and material, and complete a final flaw inspection before publishing.<br><ul><li>Brand: Lauren Ralph Lauren</li><li>Size: 20W (photographed tag; user estimated 42R, unconfirmed)</li><li>Color: Navy blue</li><li>Pattern: Solid</li><li>Style: Double-breasted front; peaked lapels; gold-tone embossed buttons; four gold-tone cuff buttons; chest welt pocket; two lower patch pockets; purple lining; structured tailored silhouette</li><li>Condition: Pre-owned; needs lint removal and final inspection</li></ul><br><p>Condition notes: Heavy visible lint, hair, and surface debris are present across the navy fabric. No obvious major holes or large stains are visible in the supplied photos, but the blazer is not listing-ready. Lint-roll or professionally clean, steam, inspect the lining, underarms, cuffs, lapels, pockets, buttons, seams, and hem, and photograph the care/material tag. The photographed manufacturer size tag reads 20W; do not list as 42R unless another original tag proves it.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,A2-MD-0046,155183,Brooks Brothers Mens S Orange Cotton Quarter Zip Pullover Logo,,28.00,1,,USED_EXCELLENT,"Brooks Brothers men's size S quarter-zip pullover in burnt orange/coral 100% cotton. Features an embroidered Golden Fleece chest logo, navy double-stripe trim at the mock collar and cuffs, contrast teal interior neck tape, long sleeves, and ribbed finishes. Good pre-owned condition with light wear and possible faint small marks; inspect all photos and measurements before purchase.<br><ul><li>Brand: Brooks Brothers</li><li>Size: S</li><li>Color: Burnt orange / coral with navy and teal accents</li><li>Material: 100% cotton</li><li>Pattern: Solid with striped trim</li><li>Style: Long sleeves; quarter-zip mock neck; embroidered Golden Fleece chest logo; navy double-stripe trim at collar and cuffs; contrast teal interior neck tape; ribbed cuffs and hem; casual preppy silhouette</li><li>Condition: Good pre-owned; final inspection required</li></ul><br><p>Condition notes: Light normal wear and wrinkling are visible. A few faint small surface marks or spots may be present on the front and sleeves. Inspect and treat before eBay listing; verify zipper operation, collar, cuffs, underarms, seams, hem, embroidery, and all measurements.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,A2-MD-0047,11554,KUT from the Kloth Catherine Boyfriend Pants Womens 14 Dark Green Velvet,,24.00,1,,USED_EXCELLENT,"KUT from the Kloth Catherine Boyfriend pants in women's size 14, style KP494MQ9. Very dark green to black-green velvet-like 98% cotton and 2% spandex fabric with five-pocket styling, button and zip closure, and relaxed straight boyfriend fit. Approximate measurements: 17.5 inches waist flat, 27-inch inseam, and 8-inch leg opening flat. Good pre-owned condition with visible lint and wrinkling; complete a final flaw inspection and verify measurements before publishing.<br><ul><li>Brand: KUT from the Kloth</li><li>Size: 14</li><li>Color: Very dark green / black-green</li><li>Material: 98% cotton / 2% spandex</li><li>Pattern: Solid</li><li>Style: Catherine Boyfriend fit; five-pocket styling; button and zip closure; soft velvet-like cotton fabric; straight-to-relaxed leg; style KP494MQ9; approximate measurements: 17.5 in waist flat, 27 in inseam, 8 in leg opening flat</li><li>Condition: Good pre-owned; final inspection required</li></ul><br><p>Condition notes: Visible lint, wrinkling, and normal surface variation are present in the velvet-like fabric. No obvious major holes or tears appear in the supplied photos. Lint-roll carefully, steam from the reverse if safe, and inspect the waistband, zipper, button, crotch, seat, inner thighs, knees, pockets, seams, and hems before listing. Verify measurements before publishing.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,A2-MD-0048,57988,Nautica Mens XL White Sailing Windbreaker Jacket Black Stripe Logo,,34.00,1,,USED_EXCELLENT,"Nautica men's size XL white/ivory sailing windbreaker with black stand collar, double-stripe chest and back accents, Nautica sailboat sleeve graphic, front closure with snap storm placket, zippered hand pockets, and elastic cuffs and hem. Approximate measurements from supplied ruler photos: 25 inches pit to pit, 27 inches length, and 30 inches sleeve from collar; verify before listing. Pre-owned with visible wrinkling, light discoloration, and small surface marks. Clean and complete a final flaw inspection before publishing.<br><ul><li>Brand: Nautica</li><li>Size: XL</li><li>Color: White / ivory with black accents</li><li>Material: Outer shell and lining materials not confirmed</li><li>Pattern: Colorblock / striped</li><li>Style: Full front closure with snap storm placket; black stand collar; black double-stripe chest and back detail; embroidered/printed Nautica sailboat sleeve graphic; two zippered hand pockets; elastic cuffs and hem; lightweight lined sailing silhouette; approximate ruler-photo measurements: 25 in pit to pit, 27 in length, 30 in sleeve from collar; verify before listing</li><li>Condition: Pre-owned; cleaning and final inspection required</li></ul><br><p>Condition notes: Visible wrinkling, light yellowing or discoloration near the left underarm/chest area, and several small dark surface marks on the sleeves/body are present in the supplied photos. White outerwear shows flaws easily. Clean before listing and inspect the collar, placket, zipper/snaps, pockets, cuffs, elastic hem, lining, underarms, sleeve graphic, seams, and all white fabric under bright neutral light. Verify measurements and material/country tags before publishing.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,A2-MD-0049,57990,Columbia Mens XXL Red Plaid Stretch Shirt Button Up New With Tags,,32.00,1,,NEW,"Columbia men's XXL red plaid long-sleeve button-up shirt in 98% cotton and 2% elastane. Features a spread collar, buttoned chest pocket, full button front, and curved hem. Style AA11523 / 1617951. New with retail tags attached; verify measurements and complete final inspection before listing.<br><ul><li>Brand: Columbia</li><li>Size: XXL</li><li>Color: Red, burgundy, tan, and navy</li><li>Material: 98% cotton / 2% elastane</li><li>Pattern: Plaid</li><li>Style: Full button front, spread collar, buttoned chest pocket, curved hem, stretch fabric, style AA11523 / 1617951, retail tags attached</li><li>Condition: New with tags; final inspection required</li></ul><br><p>Condition notes: Appears unworn with retail tags attached. Inspect for storage marks, odors, missing buttons, loose threads, seam issues, and hidden flaws. Verify measurements before listing.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,A2-MD-0050,57989,Fabletics Mens L Black Utility Cargo Jogger Pants Turquoise Drawstring,,23.00,1,,USED_EXCELLENT,"Fabletics men's size L black utility performance jogger pants, item number 01847. Features a ribbed elastic waistband and cuffs, bright turquoise drawcord, front hand pockets, zippered thigh utility pocket, tapered athletic fit, and additional utility details. Made in Vietnam. Good pre-owned condition with light lint and handling wrinkles; verify measurements, material tag, and all pocket and zipper functions before listing.<br><ul><li>Brand: Fabletics</li><li>Size: L</li><li>Color: Black with turquoise accents</li><li>Material: Not confirmed — care/fabric tag not supplied</li><li>Pattern: Solid</li><li>Style: Elastic ribbed waistband and ankle cuffs; bright turquoise adjustable drawcord; front hand pockets; zippered thigh utility pocket; additional cargo/utility pocket details; tapered athletic fit; Fabletics item number 01847; approximate ruler-photo inseam and overall measurements require verification before listing</li><li>Condition: Good pre-owned; final inspection required</li></ul><br><p>Condition notes: Brand was initially misidentified as Carhartt Force, but the interior tag confirms Fabletics, size L, item number 01847, made in Vietnam. Visible light lint and normal handling wrinkles are present. Inspect drawcord, waistband, cuffs, zippers, pockets, crotch, seat, knees, seams, and hems; verify exact measurements and locate the material/care tag before publishing.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,EHC-TMP-0051,57990,Wrangler Western Shirts Mens M Teal Navy Plaid Button Up Shirt,,13.00,1,,USED_EXCELLENT,"Wrangler Western Shirts men's size M/M long-sleeve permanent-press plaid button-up in teal, navy, white and gray. Made in Bangladesh from 65% polyester and 35% cotton. Features a button front, pointed collar and flap chest pocket. Measurements, back view and final flaw inspection remain pending.<br><ul><li>Brand: Wrangler Western Shirts</li><li>Size: M/M</li><li>Color: Teal, navy, white and gray</li><li>Material: 65% polyester / 35% cotton</li><li>Pattern: Plaid</li><li>Style: Long sleeves; button front; flap chest pocket; pointed collar; western-workwear styling; permanent-press construction</li><li>Condition: Pre-owned; final inspection required</li></ul><br><p>Condition notes: Uploaded tag confirms size M/M, permanent press, 65% polyester / 35% cotton and Made in Bangladesh. Back view, measurements, storage location, cost and complete flaw inspection remain pending. Source images saved in the 2026-06-29 Tag Intake folder.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,EHC-TMP-0052,57990,Woolrich Mens XL Burgundy Cotton Button Up Shirt Made in USA,,24.00,1,,USED_EXCELLENT,"Woolrich Rugged Outdoorwear men's size XL burgundy button-up shirt made in the USA from 100% cotton. Features long sleeves and a button-down collar. Pre-owned with fading, wrinkling and a possible small lower-front mark or abrasion; verify measurements and complete a final flaw inspection before publishing.<br><ul><li>Brand: Woolrich Rugged Outdoorwear</li><li>Size: XL</li><li>Color: Burgundy / faded red</li><li>Material: 100% cotton</li><li>Pattern: Solid</li><li>Style: Long sleeves; button-down collar; full button front; heritage outdoor styling</li><li>Condition: Pre-owned; visible fading and possible lower-front flaw</li></ul><br><p>Condition notes: Uploaded tag corrects the prior size entry from M to XL and confirms 100% cotton and Made in USA. Visible fading and wrinkling remain, with a possible lower-front mark or abrasion. Back view, measurements, storage location, cost and complete flaw inspection remain pending. Do not claim vintage until independently dated. Source images saved in the 2026-06-29 Tag Intake folder.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,EHC-TMP-0053,57988,Field & Stream 1871 Plaid Lined Shirt Jacket Approx 24 in Chest,,15.00,1,,USED_EXCELLENT,"Field & Stream 1871 plaid lined shirt jacket in cream, gray and dark navy/blue. Features a snap/button front, long sleeves, black lining and two snap-flap chest pockets. Approx. 24 in pit-to-pit and about 24 in shoulder-to-hem. Tagged size, material, country, back view and complete condition remain unconfirmed.<br><ul><li>Brand: Field & Stream 1871</li><li>Size: Tagged size not readable; approx. 24 in pit-to-pit</li><li>Color: Cream, gray and dark navy/blue</li><li>Pattern: Plaid</li><li>Style: Long sleeves; snap/button front; black interior lining; two snap-flap chest pockets; shirt-jacket silhouette</li><li>Condition: Pre-owned; light wear visible; final inspection required</li></ul><br><p>Condition notes: Seven routed images now include full front, close brand label and measurement evidence. Approx. 24 in pit-to-pit and about 24 in shoulder-to-hem. Tagged size remains unreadable. Back view, care/material tag, country, storage location, cost and complete flaw inspection remain pending. Source folder: https://drive.google.com/drive/folders/1bfu7dNOB-8mO_M7z-3YzRP4RgKk0tlzf</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,EHC-TMP-0054,57990,Brooks Brothers 346 Slim Fit Non Iron Cotton Plaid Shirt,,22.00,1,,USED_EXCELLENT,"Brooks Brothers 346 plaid shirt labeled Slim Fit, Non-Iron, all cotton and Made in Malaysia. Exact size, department, full garment features, measurements and condition remain unconfirmed because only the label area was supplied.<br><ul><li>Brand: Brooks Brothers 346</li><li>Size: Partially obscured; may read 4/5</li><li>Color: Light gray / white plaid</li><li>Material: All cotton according to label</li><li>Pattern: Plaid</li><li>Style: Slim Fit; Non-Iron; woven button-up construction; full garment features not shown</li><li>Condition: Condition not confirmed — full garment photos required</li></ul><br><p>Condition notes: Only the collar and label area are shown. Exact size, department, front/back construction, measurements, storage location, cost and condition remain unresolved. Do not list until full-item photos are supplied.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,EHC-TMP-0055,57990,DKNY Mens M Gray Blue Geometric Button Up Shirt,,10.00,1,,USED_EXCELLENT,"DKNY size M gray button-up shirt with blue-and-white micro-geometric detailing. Made in China. Material, measurements, full garment view and complete condition remain pending.<br><ul><li>Brand: DKNY</li><li>Size: M</li><li>Color: Gray with blue and white accents</li><li>Pattern: Micro-geometric</li><li>Style: Button-up collar area with contrast micro-geometric trim; full garment features not shown</li><li>Condition: Condition not confirmed — full garment photos required</li></ul><br><p>Condition notes: Only the collar and label area are shown. Material, full front/back construction, measurements, storage location, cost and condition remain unresolved.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,EHC-TMP-0056,57990,Eddie Bauer Mens L Orange Plaid Button Up Shirt,,16.00,1,,USED_EXCELLENT,"Eddie Bauer men's size L rust-orange, cream, olive and dark-gray plaid button-up shirt. Made in China. Material, full front/back views, measurements and complete condition remain pending.<br><ul><li>Brand: Eddie Bauer</li><li>Size: L</li><li>Color: Rust orange, cream, olive and dark gray</li><li>Pattern: Plaid</li><li>Style: Button-up collar area; full garment features not shown</li><li>Condition: Condition not confirmed — full garment photos required</li></ul><br><p>Condition notes: Uploaded tag confirms Eddie Bauer men's size L and Made in China. Material, full front/back construction, measurements, storage location, cost and complete condition remain unresolved. Source images saved in the 2026-06-29 Tag Intake folder.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,EHC-TMP-0057,15687,DC Comics Superman Mens M Navy Distressed Shield Graphic T Shirt,,16.00,1,,USED_EXCELLENT,"Licensed Superman/DC Comics navy short-sleeve graphic T-shirt with a large distressed red-and-yellow S-shield. The brand tag appears to show size M. Material, country, measurements and complete condition remain unconfirmed; inspect the graphic, collar, underarms and hem before listing.<br><ul><li>Brand: Superman / DC Comics licensed</li><li>Size: M (brand tag appears to show M; verify care tag)</li><li>Color: Navy blue with red and yellow graphic</li><li>Pattern: Distressed Superman shield graphic</li><li>Style: Short sleeves; crew neck; large distressed Superman S-shield front graphic; licensed DC Comics neck label</li><li>Condition: Pre-owned; full inspection required</li></ul><br><p>Condition notes: Brand licensing and graphic are visible. The label appears to show size M, but the care tag is unreadable. Verify size, material, country, measurements, print wear, collar, underarms and hem. Two source photos are saved in the 2026-06-29 Tag Intake folder.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,EHC-TMP-0058,57990,Roundtree & Yorke Mens S Striped Non Iron Button Down Shirt,,10.00,1,,USED_EXCELLENT,"Roundtree & Yorke Luxury Collection men's size S striped non-iron button-down shirt. Label states 55% cotton and 45% polyester, Made in Hong Kong, with single-needle tailoring. Full garment views, measurements and condition remain pending.<br><ul><li>Brand: Roundtree & Yorke</li><li>Size: S</li><li>Color: White, navy, gray and beige</li><li>Material: 55% cotton / 45% polyester</li><li>Pattern: Vertical stripes</li><li>Style: Single-needle tailoring; non-iron finish; striped woven button-down; full garment features not shown</li><li>Condition: Condition not confirmed — full garment photos required</li></ul><br><p>Condition notes: Neck labels confirm size S, 55% cotton / 45% polyester, Made in Hong Kong, single-needle tailoring and non-iron finish. Full front/back, measurements, storage, cost and complete condition remain pending. Source photo is saved in the 2026-06-29 Tag Intake folder.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,EHC-TMP-0059,53159,Under Armour Womens Gray Short Sleeve Athletic Blouse Top,,12.00,1,,USED_EXCELLENT,"Under Armour women's heather-gray short-sleeve athletic blouse or top, Made in Cambodia. The exact size, material, model, measurements and complete condition remain unconfirmed because only the neck area was photographed.<br><ul><li>Brand: Under Armour</li><li>Color: Heather gray</li><li>Pattern: Heathered solid</li><li>Style: Short sleeves; lightweight heathered athletic fabric; Under Armour interior neck print; retail tag identifies W SS Blouse</li><li>Condition: Pre-owned or store-tagged; full inspection required</li></ul><br><p>Condition notes: Interior print confirms Under Armour and Made in Cambodia. Retail tag identifies a women's short-sleeve blouse, but size, material, full front/back, measurements and condition are not visible. Source photo is saved in the 2026-06-29 Tag Intake folder.</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,EHC-TMP-0060,15687,Nike Athletics Mens XL Red Short Sleeve Graphic T Shirt,,,1,,USED_EXCELLENT,"Nike men's size XL red short-sleeve crewneck T-shirt with a small centered swoosh and ATHLETICS chest graphic. Plain back. Approx. 23 in pit-to-pit and 24 in across the lower hem. Made in Mexico. Pre-owned with fading and possible small dark marks; verify material, length and complete condition before listing.<br><ul><li>Brand: Nike</li><li>Size: XL</li><li>Color: Red</li><li>Pattern: Solid</li><li>Style: Short sleeves; crew neck; small centered Nike swoosh and ATHLETICS chest graphic; plain back; white-and-red woven Nike neck tag</li><li>Condition: Pre-owned; visible fading and possible small dark marks; final inspection required</li></ul><br><p>Condition notes: Full front, back and ruler photos correct the prior label-only misclassification: this is a short-sleeve T-shirt, not a fleece sweatshirt. Approx. 23 in pit-to-pit and about 24 in across the lower hem. Inspect the upper front/right sleeve area for possible dark marks. Length, material, storage location, cost and complete condition remain pending. Source folder: https://drive.google.com/drive/folders/1oqlB4ap205Z8EVIS3vU65me53882g5MM</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
Draft,EHC-TMP-0061,63862,Greys Anatomy by Barco Womens M Royal Blue Snap Front Scrub Jacket,,14.00,1,,USED_EXCELLENT,"Grey's Anatomy Professional Wear by Barco women's size M royal-blue snap-front scrub jacket. Long sleeves, round neckline and two lower patch pockets. 77% polyester / 23% rayon; Made in Vietnam. Approx. 18.5 in pit-to-pit, 18.5 in length and 23 in across the lower hem. Final inspection remains required.<br><ul><li>Brand: Grey's Anatomy by Barco</li><li>Size: M</li><li>Color: Royal blue</li><li>Material: 77% polyester / 23% rayon</li><li>Pattern: Solid</li><li>Style: Long sleeves; round neckline; snap front; two lower patch pockets; professional medical workwear</li><li>Condition: Pre-owned; visible lint; final inspection required</li></ul><br><p>Condition notes: Six routed images now include full front, full back, label and three ruler views. Approx. 18.5 in pit-to-pit, 18.5 in shoulder-to-hem and 23 in across the lower hem. Storage location, cost, sleeve measurement and complete flaw inspection remain pending. Source folder: https://drive.google.com/drive/folders/1xxmMhod9vGJWmaVt7Hlebk7ygcVRvgK5</p><br><p>Sourced and inspected by EHC. Ships fast from a smoke-free space.</p>",FixedPrice
