Action(SiteID=US|Country=US|Currency=USD|Version=1193|CC=UTF-8),Custom label (SKU),Category ID,Title,UPC,Price,Quantity,Item photo URL,Condition ID,Description,Format,C:Brand,C:Size,C:Color,C:Department
Draft,A4-MD-0059,,Under Armour women's gray short-sleeve athletic blouse/top,,12,1,,3000,"Under Armour women's gray short-sleeve athletic blouse/top

Brand: Under Armour
Department: Women's Tops
Category: Women's Athletic Top / Blouse
Size: See measurements in photos
Color: Heather gray
Pattern: Heathered solid
Condition: Pre-owned or store-tagged; full inspection required

SKU A4-MD-0059 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,Under Armour,,Heather gray,Women's Tops
Draft,A4-MD-0060,,Nike Athletics red short-sleeve graphic T-shirt Size XL,,,1,,3000,"Nike Athletics red short-sleeve graphic T-shirt Size XL

Brand: Nike
Department: Men's Tops
Category: Graphic T-Shirt
Size: XL
Color: Red
Pattern: Solid
Condition: Pre-owned; visible fading and possible small dark marks

SKU A4-MD-0060 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,Nike,XL,Red,Men's Tops
Draft,A4-MD-0061,,Grey's Anatomy by Barco royal blue snap-front scrub jacket Size M,,14,1,,3000,"Grey's Anatomy by Barco royal blue snap-front scrub jacket Size M

Brand: Grey's Anatomy by Barco
Department: Women's Workwear / Scrubs
Category: Scrub Jacket / Warm-Up Jacket
Size: M
Color: Royal blue
Pattern: Solid
Condition: Pre-owned; visible lint; final inspection required

SKU A4-MD-0061 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,Grey's Anatomy by Barco,M,Royal blue,Women's Workwear / Scrubs
Draft,A4-MD-0062,,Nike cream sherpa fleece — label attachment must be verified,,30,1,,3000,"Nike cream sherpa fleece — label attachment must be verified

Brand: Nike (unconfirmed)
Department: Not Confirmed
Category: Sherpa Fleece Jacket / Outerwear
Size: See measurements in photos
Color: Cream
Condition: Purchased; final inspection required

SKU A4-MD-0062 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,Nike (unconfirmed),,Cream,Not Confirmed
Draft,A4-MD-0063,,GAP black utility/tech jacket,,30,1,,3000,"GAP black utility/tech jacket

Brand: GAP
Department: Not Confirmed
Category: Utility / Tech Jacket
Size: See measurements in photos
Color: Black
Condition: Purchased; final inspection required

SKU A4-MD-0063 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,GAP,,Black,Not Confirmed
Draft,A4-MD-0064,,Navy multicolor floral wrap romper / jumpsuit,,18,1,,3000,"Navy multicolor floral wrap romper / jumpsuit

Brand: See photos — brand tag verification pending
Department: Women's One-Piece / Dresses
Category: Women's Romper / Jumpsuit
Size: M (tag appears; verify)
Color: Navy with pink, red, blue and white
Pattern: Floral
Condition: Pre-owned; final inspection and exact brand verification required

SKU A4-MD-0064 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,Unbranded,M (tag appears; verify),"Navy with pink, red, blue and white",Women's One-Piece / Dresses
Draft,A4-MD-0065,,Levi's white denim jeans,,22,1,,3000,"Levi's white denim jeans

Brand: Levi's
Department: Not Confirmed
Category: Jeans / Denim Pants
Size: 31 x 30 (verify tag)
Color: White / ivory
Pattern: Solid
Condition: Pre-owned; final inspection and department verification required

SKU A4-MD-0065 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,Levi's,31 x 30 (verify tag),White / ivory,Not Confirmed
Draft,A4-MD-0066,,Art Class red floral smocked long-sleeve top Size XL 14/16,,12,1,,3000,"Art Class red floral smocked long-sleeve top Size XL 14/16

Brand: Art Class
Department: Girls' Tops
Category: Kids Smocked Blouse / Top
Size: XL 14/16
Color: Red with white, yellow and blue
Pattern: Ditsy floral
Condition: Pre-owned; final inspection required

SKU A4-MD-0066 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,Art Class,XL 14/16,"Red with white, yellow and blue",Girls' Tops
Draft,A4-MD-0067,,Xhilaration navy striped lace-sleeve blouse Size S/P,,10,1,,3000,"Xhilaration navy striped lace-sleeve blouse Size S/P

Brand: Xhilaration
Department: Women's Tops
Category: Women's Blouse / Long-Sleeve Top
Size: S/P
Color: Navy and white
Pattern: Horizontal stripes with lace sleeves
Condition: Pre-owned; final inspection required

SKU A4-MD-0067 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,Xhilaration,S/P,Navy and white,Women's Tops
Draft,A4-MD-0068,,American Eagle gray heather long-sleeve crewneck shirt Size M,,13,1,,3000,"American Eagle gray heather long-sleeve crewneck shirt Size M

Brand: American Eagle
Department: Men's Tops
Category: Long-Sleeve T-Shirt / Casual Top
Size: M
Color: Heather gray
Pattern: Heathered solid
Condition: Pre-owned; final inspection required

SKU A4-MD-0068 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,American Eagle,M,Heather gray,Men's Tops
Draft,A4-MD-0069,,Old Navy red eyelet lace long-sleeve blouse Size L,,14,1,,3000,"Old Navy red eyelet lace long-sleeve blouse Size L

Brand: Old Navy
Department: Women's Tops
Category: Women's Eyelet Blouse / Top
Size: L
Color: Red / coral
Pattern: Eyelet floral lace
Condition: Pre-owned; final inspection required

SKU A4-MD-0069 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,Old Navy,L,Red / coral,Women's Tops
Draft,A4-MD-0070,,Sonoma gray striped open-front cardigan Size S,,14,1,,3000,"Sonoma gray striped open-front cardigan Size S

Brand: Sonoma
Department: Women's Tops
Category: Women's Cardigan Sweater
Size: S
Color: Gray and white
Pattern: Horizontal stripes
Condition: Pre-owned; final inspection required

SKU A4-MD-0070 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,Sonoma,S,Gray and white,Women's Tops
Draft,A4-MD-0071,,Calvin Klein Performance black long-sleeve turtleneck top Size L,,18,1,,3000,"Calvin Klein Performance black long-sleeve turtleneck top Size L

Brand: Calvin Klein Performance
Department: Women's Tops
Category: Women's Athletic Turtleneck / Base Layer
Size: L
Color: Black
Pattern: Solid
Condition: Pre-owned; final inspection required

SKU A4-MD-0071 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,Calvin Klein Performance,L,Black,Women's Tops
Draft,A4-MD-0072,,Mossimo Supply Co. Mossimo Supply Co black white striped short-sleeve knit,,12,1,,3000,"Mossimo Supply Co. Mossimo Supply Co black white striped short-sleeve knit

Brand: Mossimo Supply Co.
Department: Women's Dresses
Category: Women's Casual Knit Dress / Tunic
Size: S
Color: Black and white
Pattern: Horizontal stripes
Condition: Pre-owned; final inspection required

SKU A4-MD-0072 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,Mossimo Supply Co.,S,Black and white,Women's Dresses
Draft,A4-MD-0073,,American Eagle tan stretch skinny pants / chinos,,16,1,,3000,"American Eagle tan stretch skinny pants / chinos

Brand: American Eagle
Department: Women's Bottoms
Category: Women's Casual Pants / Chinos
Size: 6 (verify tag)
Color: Tan / khaki
Pattern: Solid
Condition: Pre-owned; final inspection required

SKU A4-MD-0073 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,American Eagle,6 (verify tag),Tan / khaki,Women's Bottoms
Draft,A4-MD-0074,,Lucky Brand white gray raglan long-sleeve top Size M,,14,1,,3000,"Lucky Brand white gray raglan long-sleeve top Size M

Brand: Lucky Brand
Department: Women's Tops
Category: Women's Long-Sleeve Casual Top
Size: M
Color: White and heather gray
Pattern: Colorblock / raglan
Condition: Pre-owned; final inspection required

SKU A4-MD-0074 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,Lucky Brand,M,White and heather gray,Women's Tops
Draft,A4-MD-0075,,White textured eyelash open-front cardigan Size S,,15,1,,3000,"White textured eyelash open-front cardigan Size S

Brand: Not confirmed (label appears Vialace)
Department: Women's Tops
Category: Women's Open-Front Cardigan / Kimono
Size: S
Color: White / ivory
Pattern: Textured eyelash / fringe
Condition: Pre-owned; exact brand and final condition inspection required

SKU A4-MD-0075 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,Not confirmed (label appears Vialace),S,White / ivory,Women's Tops
Draft,A4-MD-0076,,Focus 2000 Collection gray pinstripe dress pants Size 6,,14,1,,3000,"Focus 2000 Collection gray pinstripe dress pants Size 6

Brand: Focus 2000 Collection
Department: Women's Bottoms
Category: Women's Dress Pants / Trousers
Size: 6
Color: Gray
Pattern: Pinstripe
Condition: Pre-owned; final inspection required

SKU A4-MD-0076 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,Focus 2000 Collection,6,Gray,Women's Bottoms
Draft,A4-MD-0077,,Perceptions New York black white abstract print dress Size 6,,18,1,,3000,"Perceptions New York black white abstract print dress Size 6

Brand: Perceptions New York
Department: Women's Dresses
Category: Women's Printed Dress
Size: 6
Color: Black and white
Pattern: Abstract geometric
Condition: Pre-owned; final inspection required

SKU A4-MD-0077 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,Perceptions New York,6,Black and white,Women's Dresses
Draft,A4-MD-0078,,Dark indigo denim long-sleeve button-up shirt,,18,1,,3000,"Dark indigo denim long-sleeve button-up shirt

Brand: See photos — brand tag verification pending
Department: Not Confirmed
Category: Denim Button-Up Shirt
Size: See measurements in photos
Color: Dark indigo blue
Pattern: Solid denim
Condition: Pre-owned; brand, size, department and final condition verification required

SKU A4-MD-0078 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,Unbranded,,Dark indigo blue,Not Confirmed
Draft,A4-MD-0079,,Black gray striped long-sleeve tunic top,,12,1,,3000,"Black gray striped long-sleeve tunic top

Brand: Not confirmed (label appears Aviva)
Department: Women's Tops
Category: Women's Long-Sleeve Tunic / Top
Size: M (verify tag)
Color: Black and charcoal gray
Pattern: Horizontal stripes
Condition: Pre-owned; exact brand, garment type and final inspection required

SKU A4-MD-0079 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,Not confirmed (label appears Aviva),M (verify tag),Black and charcoal gray,Women's Tops
Draft,A4-MD-0080,,Worthington red paisley sleeveless blouse Size M,,13,1,,3000,"Worthington red paisley sleeveless blouse Size M

Brand: Worthington
Department: Women's Tops
Category: Women's Sleeveless Blouse
Size: M
Color: Red with black and white
Pattern: Paisley
Condition: Pre-owned; final inspection required

SKU A4-MD-0080 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,Worthington,M,Red with black and white,Women's Tops
Draft,A4-MD-0081,,Apt. 9 gold paisley pull-on skirt,,14,1,,3000,"Apt. 9 gold paisley pull-on skirt

Brand: Apt. 9
Department: Women's Bottoms
Category: Women's Printed Skirt
Size: L (verify tag)
Color: Gold, brown and black
Pattern: Paisley
Condition: Pre-owned; garment type, size and final inspection required

SKU A4-MD-0081 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,Apt. 9,L (verify tag),"Gold, brown and black",Women's Bottoms
Draft,A4-MD-0082,,Alex Evenings burgundy glitter long-sleeve blouse Size S,,24,1,,3000,"Alex Evenings burgundy glitter long-sleeve blouse Size S

Brand: Alex Evenings
Department: Women's Tops
Category: Women's Evening Blouse / Formal Top
Size: S
Color: Burgundy / wine
Pattern: Glitter / metallic textured solid
Condition: Pre-owned; final inspection required

SKU A4-MD-0082 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,Alex Evenings,S,Burgundy / wine,Women's Tops
Draft,A4-MD-0083,,Worthington teal pleated sleeveless V-neck blouse,,12,1,,3000,"Worthington teal pleated sleeveless V-neck blouse

Brand: Worthington
Department: Women's Tops
Category: Women's Sleeveless Blouse
Size: See measurements in photos
Color: Teal / turquoise
Pattern: Solid with pleated front
Condition: Pre-owned; size and final inspection required

SKU A4-MD-0083 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,Worthington,,Teal / turquoise,Women's Tops
Draft,A5-MD-0084,,Visconti made in Italy black blazer,,30,1,,3000,"Visconti made in Italy black blazer

Brand: Visconti
Department: Men's Jackets & Coats
Category: Men's Blazer / Sport Coat
Size: See measurements in photos
Color: Black / very dark navy
Pattern: Solid
Condition: Pre-owned; visible lint/wrinkles; final inspection required

SKU A5-MD-0084 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,Visconti,,Black / very dark navy,Men's Jackets & Coats
Draft,A5-MD-0085,,Port Authority black gray colorblock full-zip windbreaker jacket Size XL,,18,1,,3000,"Port Authority black gray colorblock full-zip windbreaker jacket Size XL

Brand: Port Authority
Department: Men's Jackets & Coats
Category: Men's Windbreaker Jacket / Lightweight Outerwear
Size: XL
Color: Black / light gray
Pattern: Colorblock
Condition: Pre-owned; visible small front mark/flaw and final inspection required

SKU A5-MD-0085 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,Port Authority,XL,Black / light gray,Men's Jackets & Coats
